"subject" "activity" "tbodyaccmeanx" "tbodyaccmeany" "tbodyaccmeanz" "tbodyaccstdx" "tbodyaccstdy" "tbodyaccstdz" "tgravityaccmeanx" "tgravityaccmeany" "tgravityaccmeanz" "tgravityaccstdx" "tgravityaccstdy" "tgravityaccstdz" "tbodyaccjerkmeanx" "tbodyaccjerkmeany" "tbodyaccjerkmeanz" "tbodyaccjerkstdx" "tbodyaccjerkstdy" "tbodyaccjerkstdz" "tbodygyromeanx" "tbodygyromeany" "tbodygyromeanz" "tbodygyrostdx" "tbodygyrostdy" "tbodygyrostdz" "tbodygyrojerkmeanx" "tbodygyrojerkmeany" "tbodygyrojerkmeanz" "tbodygyrojerkstdx" "tbodygyrojerkstdy" "tbodygyrojerkstdz" "tbodyaccmagmean" "tbodyaccmagstd" "tgravityaccmagmean" "tgravityaccmagstd" "tbodyaccjerkmagmean" "tbodyaccjerkmagstd" "tbodygyromagmean" "tbodygyromagstd" "tbodygyrojerkmagmean" "tbodygyrojerkmagstd" "fbodyaccmeanx" "fbodyaccmeany" "fbodyaccmeanz" "fbodyaccstdx" "fbodyaccstdy" "fbodyaccstdz" "fbodyaccjerkmeanx" "fbodyaccjerkmeany" "fbodyaccjerkmeanz" "fbodyaccjerkstdx" "fbodyaccjerkstdy" "fbodyaccjerkstdz" "fbodygyromeanx" "fbodygyromeany" "fbodygyromeanz" "fbodygyrostdx" "fbodygyrostdy" "fbodygyrostdz" "fbodyaccmagmean" "fbodyaccmagstd" "fbodybodyaccjerkmagmean" "fbodybodyaccjerkmagstd" "fbodybodygyromagmean" "fbodybodygyromagstd" "fbodybodygyrojerkmagmean" "fbodybodygyrojerkmagstd"
19 "SITTING" 0.274841845819444 -0.0123396779089722 -0.109269119622222 -0.984824575138889 -0.935695558745361 -0.944037337913889 0.862206124833333 0.134453432338728 0.170447145887306 -0.981690686972222 -0.954950849536111 -0.949121948613889 0.0757555885975833 0.00450866458553111 -4.80606319444454e-06 -0.985049811305556 -0.974402329083333 -0.982255611 -0.0394964009938611 -0.0745887903422222 0.0760682021666667 -0.982702429916667 -0.969991471916667 -0.961282202388889 -0.0947374692344444 -0.0393673618935278 -0.0491190549140278 -0.986871142388889 -0.98704972925 -0.983826511472222 -0.956912272777778 -0.942174846967222 -0.956912272777778 -0.942174846967222 -0.982192635888889 -0.979853929472222 -0.948681626027778 -0.956883441 -0.988129558833333 -0.985808194055556 -0.983873264583333 -0.947820513805556 -0.959620564166667 -0.985365659833333 -0.933611716544444 -0.940025368833333 -0.985194934916667 -0.974836327166667 -0.979629819333333 -0.986292401611111 -0.97582709375 -0.983500158583333 -0.978646714888889 -0.974271166111111 -0.963033620083333 -0.984075711027778 -0.967998353472222 -0.964401678 -0.954004046555556 -0.944989432152778 -0.979312186055556 -0.979564578611111 -0.967375556055556 -0.957860941472222 -0.98626566975 -0.9859267475
21 "SITTING" 0.27583533885049 -0.0118599925670098 -0.106708177242402 -0.983079211862745 -0.935936511485294 -0.941659597794118 0.854022070318627 0.150688417268137 0.183965466423186 -0.978536116740196 -0.955883756365196 -0.946866593509804 0.0760845432093872 7.83725052352944e-05 -0.00256862428769853 -0.985584636789216 -0.975950736813725 -0.983482253186274 -0.0394617064585931 -0.0831008949044118 0.0897124275639706 -0.98217007625 -0.967004907352941 -0.959524172205882 -0.0953443837205882 -0.0401883032002794 -0.052985646729902 -0.988625002965686 -0.98727292122549 -0.984821164460784 -0.956496207377451 -0.939442205490196 -0.956496207377451 -0.939442205490196 -0.983879531323529 -0.979918376446078 -0.948779832794118 -0.950210611985294 -0.989338633676471 -0.985459490955882 -0.982904135857843 -0.948273181534314 -0.958901565637255 -0.98324427997549 -0.933685305679902 -0.93717118570098 -0.985815879534314 -0.975992304240196 -0.980880278112745 -0.986658111764706 -0.977716991568627 -0.984712179877451 -0.979740020441176 -0.972772226421569 -0.96143357372549 -0.983090205392157 -0.964280460245098 -0.962684967818627 -0.95206715854902 -0.94220331720098 -0.980142278602941 -0.978564662058824 -0.963671742328431 -0.950536476151961 -0.986427738357843 -0.984981066666667
22 "SITTING" 0.268087966151515 -0.012328957929798 -0.10388780290404 -0.980087160606061 -0.933461087217172 -0.923532019050505 0.858904270707071 0.130126080772727 0.169494917658081 -0.970533618838384 -0.954531113333333 -0.931097838282828 0.075189098929798 0.00855190052270202 -0.00046732572890404 -0.986633977222222 -0.975466823131313 -0.98256290520202 -0.0364984779823232 -0.0496503380949495 0.0730741260935859 -0.982818537828283 -0.958322769646465 -0.959930032222222 -0.0968151674090909 -0.0440877819570707 -0.0510146038453434 -0.988548856666667 -0.98631325979798 -0.986098177121212 -0.945118325353535 -0.927395045232323 -0.945118325353535 -0.927395045232323 -0.984131406868687 -0.978735736969697 -0.938386081767677 -0.945835613434343 -0.988973819444444 -0.984907723888889 -0.981477740757576 -0.948519022070707 -0.950690724343434 -0.979677108636364 -0.930587967929293 -0.916118244979798 -0.986437776313131 -0.974922557272727 -0.97959778979798 -0.988151972474748 -0.978075027121212 -0.984225518333333 -0.980141857525253 -0.968094797020202 -0.964749853282828 -0.983744438686869 -0.953776911818182 -0.962279485808081 -0.946626722727273 -0.929341980520202 -0.978495565555556 -0.977967348585859 -0.962341005454545 -0.945364443383838 -0.985761208989899 -0.984582493383838
18 "STANDING" 0.278404809580838 -0.0167227139182335 -0.105538943245509 -0.981292705658683 -0.92203880739521 -0.933931422005988 0.942737201976048 -0.177019406674641 0.0359791657725749 -0.986308768173653 -0.962326825628742 -0.945637409446108 0.0759233611952096 0.0082433074984491 -0.00681908507524252 -0.974992395179641 -0.958406381766467 -0.976623766586826 -0.0267763134375449 -0.0706777594832934 0.0840608997284431 -0.929184419041916 -0.956158941377246 -0.946326070269461 -0.100946630386228 -0.042273009904491 -0.0529916703013772 -0.96081194260479 -0.97672409245509 -0.970520425239521 -0.946349694760479 -0.938595127904192 -0.946349694760479 -0.938595127904192 -0.972364799580838 -0.966193567754491 -0.926948041946108 -0.91256815239521 -0.97385168739521 -0.968445293772455 -0.977436138173653 -0.934042563293413 -0.952419834221557 -0.983274753113772 -0.920790511320359 -0.929268109251497 -0.975214421946108 -0.958252666197605 -0.972866103173653 -0.97714243748503 -0.961802554550898 -0.979084568023952 -0.927757273083832 -0.960334786586826 -0.947616843173653 -0.930835913712575 -0.954310776137725 -0.951019131317365 -0.948413817125748 -0.942728948832335 -0.965469581167665 -0.966271707814371 -0.935786312125748 -0.913991101916168 -0.969600399760479 -0.969019585568862
20 "STANDING" 0.279443086060606 -0.0153888426383232 -0.10320066790404 -0.98340945530303 -0.925850317575758 -0.933028942106061 0.943688072878788 -0.210922627691919 -0.00587754788954545 -0.989123903888889 -0.971469103383838 -0.950015281262626 0.0747024387070707 0.00996807170025252 -0.00573466750881818 -0.976882189646465 -0.958648953989899 -0.97675332050505 -0.0290622609999495 -0.0740703820530808 0.0829972338085859 -0.935257151616162 -0.950186968030303 -0.953956162777778 -0.0996421523308081 -0.0415124916333333 -0.0526171311868687 -0.959740549292929 -0.973875204848485 -0.974697531767677 -0.949281601868687 -0.942471936464646 -0.949281601868687 -0.942471936464646 -0.973888412474747 -0.966006086363636 -0.932718785353535 -0.913780517878788 -0.973735661161616 -0.964163131717172 -0.979727936565657 -0.937519020858586 -0.953930035959596 -0.985261325 -0.924349941414141 -0.927650182828283 -0.976867213989899 -0.95861864979798 -0.972933077373737 -0.97907053979798 -0.961907439545455 -0.979304074646465 -0.932817272171717 -0.954780192575758 -0.954942822878788 -0.937045584494949 -0.948102309040404 -0.957858668080808 -0.952069028030303 -0.945940982626263 -0.965916128232323 -0.965287610454545 -0.934308899747475 -0.915940741363636 -0.965610807525253 -0.964565055
22 "STANDING" 0.280215155528455 -0.0160723704953659 -0.104309787141789 -0.984786890162602 -0.944348732195122 -0.936735716829268 0.945295039430894 -0.176198129073171 -0.0779837777487805 -0.984666589593496 -0.970253807560976 -0.941408106829268 0.0731918308025203 0.00830923918300813 -0.0077996072325935 -0.981639048211382 -0.969442305853659 -0.976267154715447 -0.0276524427382114 -0.0532662452853659 0.0756692120333333 -0.960886908455285 -0.957831191707317 -0.965999871707317 -0.0978204136178862 -0.0443284462357724 -0.0499588175226829 -0.964689612357724 -0.974658952439024 -0.979746036097561 -0.954369968455285 -0.948739339837398 -0.954369968455285 -0.948739339837398 -0.977721287073171 -0.972881120813008 -0.951504192276423 -0.937276490081301 -0.976639028780488 -0.968557563170732 -0.982109904634146 -0.95342155601626 -0.954102001707317 -0.986113051138211 -0.942960868617886 -0.93256394699187 -0.981439891869919 -0.969868500487805 -0.972573307723577 -0.983609846178862 -0.971270293739837 -0.978673907479675 -0.952110618617886 -0.959300017886179 -0.964374188455285 -0.964060844552846 -0.957442246178862 -0.969846839674797 -0.959498964878049 -0.950993364065041 -0.972210612520325 -0.972659030487805 -0.947676200813008 -0.94130926195122 -0.970446512195122 -0.968203267723577
23 "STANDING" 0.279934487983871 -0.0150745468997312 -0.107606368257774 -0.983550546317204 -0.933678051344086 -0.937611571989247 0.942597155967742 -0.200517451632419 -0.00933907254571532 -0.987595135430108 -0.968065346478495 -0.951014686827957 0.0747493342152957 0.00923815498680108 -0.00256258067289516 -0.980114851639785 -0.965772598360215 -0.979672337930108 -0.0264434579818011 -0.065705272618414 0.0766932832927419 -0.955737852526882 -0.963188798870968 -0.958764119274194 -0.0993200344583333 -0.042462104422043 -0.0500979419647043 -0.971643033010753 -0.981893152634409 -0.977485777204301 -0.954126939731183 -0.94635098272043 -0.954126939731183 -0.94635098272043 -0.977483928951613 -0.972379952177419 -0.948471461989247 -0.941887551370968 -0.980591712258065 -0.977513022204301 -0.98116225389785 -0.943653849596774 -0.955946193413978 -0.984750368736559 -0.93240057311828 -0.932956605080645 -0.980459052580645 -0.966335374704301 -0.976649070672043 -0.981604115295699 -0.967729607284946 -0.981341820134409 -0.953023510510753 -0.967431447069892 -0.959365816317204 -0.957035348978495 -0.961176446102151 -0.962441064301075 -0.955343297741935 -0.949548588659677 -0.972080291370968 -0.971772764973118 -0.956125478575269 -0.942997040268817 -0.978823483844086 -0.977214998145161
25 "STANDING" 0.279507586797066 -0.0162482948182396 -0.107111439769462 -0.985509838508557 -0.929327803789731 -0.942028750268949 0.941001780562347 -0.171223626900489 -0.0361739664750611 -0.988072501344743 -0.96853001806846 -0.957946979633252 0.0748144898850856 0.0083574587444132 -0.00532757827327384 -0.981595986528117 -0.964424605672372 -0.981005011100245 -0.0273506787439853 -0.0667314568137653 0.0788977165232274 -0.945626140562347 -0.964579486772616 -0.955265954767726 -0.0985311444750611 -0.0427308599347188 -0.0514426237909535 -0.967881209290954 -0.98261915806846 -0.977748730513447 -0.955581826185819 -0.944915510317848 -0.955581826185819 -0.944915510317848 -0.978517766674817 -0.972450794229829 -0.944509255770171 -0.928921521100245 -0.980663287775061 -0.974619011687042 -0.983071808753056 -0.941452146528117 -0.958929209779951 -0.986765742127139 -0.927557122882641 -0.937679702665037 -0.98137786002445 -0.964786260757946 -0.977735454792176 -0.983600321613692 -0.966664460171149 -0.982996629437653 -0.945377742567237 -0.968909756723716 -0.957918572371638 -0.946713320709046 -0.962710230513447 -0.958639987212714 -0.955156898484108 -0.947858550611247 -0.972546365207824 -0.971258779144254 -0.949544321662592 -0.929128903887531 -0.976368730782396 -0.973982842738386
26 "STANDING" 0.278279415433673 -0.0172660400414541 -0.108989474464286 -0.987062234183673 -0.94401699502551 -0.952998419107143 0.94008259994898 -0.174686877913265 -0.0181691917820408 -0.990355150867347 -0.975569230892857 -0.963651690714286 0.0755682078163265 0.00916036786184949 -0.00206139964146939 -0.98305232380102 -0.96903206372449 -0.982572719285714 -0.02580618382375 -0.0715341984005102 0.0819807038660714 -0.955391707627551 -0.96895533622449 -0.967034160918367 -0.100811611142347 -0.0409003716982143 -0.054515748284949 -0.97145490877551 -0.984611357346939 -0.981799379030612 -0.963458544260204 -0.957406726045918 -0.963458544260204 -0.957406726045918 -0.980630941479592 -0.97597928244898 -0.953287267270408 -0.944228844081633 -0.982522296403061 -0.979304846096939 -0.984652957244898 -0.95208359630102 -0.965810910153061 -0.988282588469388 -0.943092034081633 -0.949620584591837 -0.983016061989796 -0.969088122040816 -0.979627673673469 -0.984693459311225 -0.971349491454082 -0.984207264566327 -0.952879893443878 -0.972268085510204 -0.967835983571429 -0.956764055102041 -0.967475441658163 -0.969893748469388 -0.964778112168367 -0.959720131989796 -0.975426851352041 -0.97570607877551 -0.958696691862245 -0.94506655625 -0.980245250153061 -0.979380163494898
27 "STANDING" 0.278761470641026 -0.0148031414530769 -0.103574141148718 -0.985310435128205 -0.928838736153846 -0.922143298974359 0.928668995128205 -0.198898871269231 -0.034009102948718 -0.987730923974359 -0.971833182820513 -0.942396611666667 0.0746476106025641 0.00754083529961538 -0.00539346715512821 -0.981747903205128 -0.965359210128205 -0.979386726153846 -0.0208641741833333 -0.0571516292179487 0.0769038364615385 -0.918594052307692 -0.952152710384615 -0.947788267435897 -0.1005427556 -0.0456356907294872 -0.0510914109861538 -0.965387846923077 -0.978493837051282 -0.97753760525641 -0.946108156282051 -0.942098575 -0.946108156282051 -0.942098575 -0.977979108974359 -0.973148004102564 -0.918005765897436 -0.900337714487179 -0.976715272179487 -0.973158285897436 -0.982950076538462 -0.941417267820513 -0.948393192179487 -0.986413311923077 -0.926589434615385 -0.915001280897436 -0.981814488205128 -0.965561463974359 -0.976038367179487 -0.983408331153846 -0.967755596794872 -0.98140079974359 -0.925814107435897 -0.958681683076923 -0.954058629358974 -0.918457385641026 -0.94895365 -0.950973246794872 -0.953159518205128 -0.94466915525641 -0.972378866153846 -0.973166338846154 -0.932720862948718 -0.898827075769231 -0.974576896538462 -0.972966383076923
